0,16.071043014526367,-330.5431823730469,2,4.5,ClearSunset
0,16.071043014526367,-330.5431823730469,2,4.5,ClearSunset
0,16.082902908325195,-330.5431823730469,2,4.5,ClearSunset
0,16.15199851989746,-330.5434265136719,2,4.5,ClearSunset
0,16.296682357788086,-330.5434265136719,2,4.5,ClearSunset
0,16.521413803100586,-330.5434265136719,2,4.5,ClearSunset
0,16.82034683227539,-330.5434265136719,2,4.5,ClearSunset
0,17.182659149169922,-330.5434265136719,2,4.5,ClearSunset
0,17.603960037231445,-330.5434265136719,2,4.5,ClearSunset
0,18.081436157226562,-330.54339599609375,2,4.5,ClearSunset
0,18.6125431060791,-330.5433654785156,2,4.5,ClearSunset
0,19.19489288330078,-330.5433044433594,2,4.5,ClearSunset
0,19.826196670532227,-330.54364013671875,2,4.5,ClearSunset
0,20.50428009033203,-330.54437255859375,2,4.5,ClearSunset
0,21.227060317993164,-330.5447998046875,2,4.5,ClearSunset
0,21.9925537109375,-330.5450744628906,2,4.5,ClearSunset
0,22.798858642578125,-330.5458068847656,2,4.5,ClearSunset
0,23.64417839050293,-330.54656982421875,2,4.5,ClearSunset
0,24.526784896850586,-330.54736328125,2,4.5,ClearSunset
0,25.44502830505371,-330.5478515625,2,4.5,ClearSunset
0,26.397340774536133,-330.5482482910156,2,4.5,ClearSunset
0,27.382219314575195,-330.5489807128906,2,4.5,ClearSunset
0,28.398231506347656,-330.54974365234375,2,4.5,ClearSunset
0,29.44399070739746,-330.550537109375,2,4.5,ClearSunset
0,30.51817512512207,-330.5505676269531,2,4.5,ClearSunset
0,31.619543075561523,-330.5509338378906,2,4.5,ClearSunset
0,32.74689483642578,-330.5516357421875,2,4.5,ClearSunset
0,33.89909744262695,-330.5523681640625,2,4.5,ClearSunset
0,35.0750617980957,-330.55316162109375,2,4.5,ClearSunset
0,36.27375030517578,-330.5539855957031,2,4.5,ClearSunset
1,234.47276306152344,-199.1516876220703,2,4.5,ClearNoon
1,234.47303771972656,-199.15171813964844,2,4.5,ClearNoon
1,234.47862243652344,-199.1517333984375,2,4.5,ClearNoon
1,234.5184783935547,-199.1509552001953,2,4.5,ClearNoon
1,234.646728515625,-199.15118408203125,2,4.5,ClearNoon
1,234.87158203125,-199.15194702148438,2,4.5,ClearNoon
1,235.1775665283203,-199.15304565429688,2,4.5,ClearNoon
1,235.54408264160156,-199.1540985107422,2,4.5,ClearNoon
1,235.96395874023438,-199.1549835205078,2,4.5,ClearNoon
1,236.43283081054688,-199.15585327148438,2,4.5,ClearNoon
1,236.94674682617188,-199.15675354003906,2,4.5,ClearNoon
1,237.50245666503906,-199.1573944091797,2,4.5,ClearNoon
1,238.09669494628906,-199.15780639648438,2,4.5,ClearNoon
1,238.7265625,-199.157958984375,2,4.5,ClearNoon
1,239.38204956054688,-199.15777587890625,2,4.5,ClearNoon
1,240.0376739501953,-199.15750122070312,2,4.5,ClearNoon
1,240.69235229492188,-199.1571807861328,2,4.5,ClearNoon
1,241.3940887451172,-199.1565399169922,2,4.5,ClearNoon
1,242.14865112304688,-199.15579223632812,2,4.5,ClearNoon
1,242.94427490234375,-199.155029296875,2,4.5,ClearNoon
1,243.77734375,-199.15440368652344,2,4.5,ClearNoon
1,244.64561462402344,-199.1539764404297,2,4.5,ClearNoon
1,245.54718017578125,-199.153564453125,2,4.5,ClearNoon
1,246.4803466796875,-199.1531524658203,2,4.5,ClearNoon
1,247.4436798095703,-199.1531219482422,2,4.5,ClearNoon
1,248.42442321777344,-199.153076171875,2,4.5,ClearNoon
1,249.40277099609375,-199.15306091308594,2,4.5,ClearNoon
1,250.3822479248047,-199.15306091308594,2,4.5,ClearNoon
1,251.4056396484375,-199.15304565429688,2,4.5,ClearNoon
1,252.46856689453125,-199.15304565429688,2,4.5,ClearNoon
2,396.317138671875,-227.7919464111328,2,4.5,HardRainNoon
2,396.317138671875,-227.79161071777344,2,4.5,HardRainNoon
2,396.317138671875,-227.7841796875,2,4.5,HardRainNoon
2,396.3173828125,-227.74026489257812,2,4.5,HardRainNoon
2,396.31781005859375,-227.62705993652344,2,4.5,HardRainNoon
2,396.3175048828125,-227.43443298339844,2,4.5,HardRainNoon
2,396.31671142578125,-227.16799926757812,2,4.5,HardRainNoon
2,396.3162841796875,-226.84104919433594,2,4.5,HardRainNoon
2,396.3160095214844,-226.4625701904297,2,4.5,HardRainNoon
2,396.315185546875,-226.03631591796875,2,4.5,HardRainNoon
2,396.31475830078125,-225.56552124023438,2,4.5,HardRainNoon
2,396.31463623046875,-225.05276489257812,2,4.5,HardRainNoon
2,396.3146057128906,-224.50059509277344,2,4.5,HardRainNoon
2,396.3145751953125,-223.91151428222656,2,4.5,HardRainNoon
2,396.31451416015625,-223.28770446777344,2,4.5,HardRainNoon
2,396.3144836425781,-222.6312713623047,2,4.5,HardRainNoon
2,396.314453125,-221.94422912597656,2,4.5,HardRainNoon
2,396.31439208984375,-221.22840881347656,2,4.5,HardRainNoon
2,396.31439208984375,-220.48556518554688,2,4.5,HardRainNoon
2,396.3143615722656,-219.7173614501953,2,4.5,HardRainNoon
2,396.3143615722656,-218.92530822753906,2,4.5,HardRainNoon
2,396.3143615722656,-218.11080932617188,2,4.5,HardRainNoon
2,396.3143615722656,-217.2752685546875,2,4.5,HardRainNoon
2,396.3143615722656,-216.41989135742188,2,4.5,HardRainNoon
2,396.3135986328125,-215.54592895507812,2,4.5,HardRainNoon
2,396.3131408691406,-214.65452575683594,2,4.5,HardRainNoon
2,396.31304931640625,-213.74673461914062,2,4.5,HardRainNoon
